firstName,lastName, LoanBalance , ArrearsBalance ,ArrearsDays,RepaymentAmount,LVR,JointLoan,LPI, SecurityValuation , RelationshipBalance , SavingsBalance ,SavingsBalanceOne,SavingsBalanceThree,ArrearsBalanceOne,ArrearsBalanceThree,ArrearsDaysOne,ArrearsDaysThree,TransactionQuantityOne,TransactionValueOne,TransactionQuantityThree,TransactionValueThree,AppUsageOne,AppUsageThree,InternetUsageOne,InternetUsageThree,BranchVisitsSix,Gender,Age,ResidentialPostcode,DefaultOccurred
Mario,Paroni,8522.00,3693.00,965,9396.00,21,No,Yes,5508.00,4080.00,6199.00,14,64,5,14,75,3,81,84,82,73,41,96,13,22,97,Female,63,44371,No
Helli,Garlett,3687.00,3944.00,804,607.00,80,Yes,Yes,3071.00,660.00,5976.00,51,21,96,8,78,72,25,48,26,19,28,70,56,8,79,Male,12,45186,No
Bell,Spiteri,185.00,6607.00,996,8735.00,79,No,Yes,6224.00,8040.00,9475.00,8,100,47,100,21,90,35,9,17,3,25,45,13,79,16,Male,45,99493,No
Hillie,Leport,1271.00,7382.00,766,8282.00,50,No,Yes,8644.00,9830.00,5818.00,84,68,22,17,62,20,34,30,70,60,88,53,8,33,47,Male,61,78032,No
Alard,Doreward,8990.00,901.00,558,5150.00,100,Yes,No,9158.00,2509.00,622.00,51,8,20,36,15,32,43,9,8,66,86,34,71,42,85,Male,73,8278,No
Skippie,Moring,6633.00,3109.00,376,5449.00,76,Yes,No,9617.00,9809.00,5162.00,78,78,5,78,61,74,62,76,22,60,33,4,82,56,2,Male,75,32114,Yes
Brade,Cogswell,6163.00,474.00,945,5682.00,26,No,Yes,2261.00,5748.00,9127.00,88,16,35,92,73,96,32,10,30,13,32,87,11,12,17,Male,32,42032,Yes
Leroy,Bibbie,2870.00,3927.00,723,4782.00,54,Yes,Yes,2670.00,8902.00,2628.00,74,26,96,76,96,83,55,96,51,56,48,3,71,84,43,Male,41,85067,No
Emery,Hayward,698.00,7778.00,881,7737.00,62,Yes,No,4941.00,6982.00,2987.00,48,55,94,95,66,41,23,65,16,74,72,68,39,79,3,Female,73,27479,No
Zilvia,Lambkin,6621.00,1137.00,91,6300.00,13,Yes,Yes,3527.00,4852.00,263.00,72,5,50,91,91,79,19,26,58,36,74,50,13,29,91,Female,12,54957,No
Henrieta,Haily,3738.00,7871.00,387,1794.00,16,No,Yes,7683.00,6776.00,7082.00,84,57,48,84,11,25,82,67,64,31,56,36,97,94,89,Female,55,51401,No
Aindrea,Olenikov,2161.00,6858.00,252,4979.00,78,Yes,No,7668.00,2830.00,3638.00,74,20,26,17,63,31,3,86,2,43,74,45,4,62,52,Female,50,13357,Yes
Samuele,Lenz,869.00,5697.00,36,9214.00,45,Yes,No,6032.00,1147.00,1406.00,51,92,42,76,6,70,93,15,69,48,66,54,45,23,22,Male,31,57294,Yes
Hoyt,Guilloneau,9122.00,9527.00,389,275.00,17,Yes,Yes,7996.00,4048.00,2098.00,33,97,82,79,56,72,37,18,58,47,12,5,72,21,51,Female,21,90999,Yes
Bibby,Caw,2596.00,2047.00,434,1912.00,7,Yes,No,4584.00,2470.00,2911.00,28,76,77,12,96,68,1,30,43,14,93,62,9,49,31,Male,70,14342,No
Clyve,Else,9899.00,9141.00,80,6530.00,83,No,Yes,2112.00,2136.00,9409.00,61,37,100,51,78,19,68,41,56,52,14,36,91,47,51,Female,17,83875,No
Natalee,Pickerin,3072.00,4571.00,776,7168.00,50,No,Yes,1653.00,2977.00,5602.00,17,81,13,5,23,87,32,10,99,46,4,84,99,17,69,Male,5,57173,No
Waylon,Plowright,7814.00,9672.00,444,7983.00,35,Yes,No,8570.00,4759.00,9147.00,65,53,69,31,78,88,31,64,64,94,95,64,25,60,98,Male,1,97750,No
Moyra,Delgado,5189.00,3321.00,631,2922.00,34,No,No,5279.00,4373.00,5267.00,42,1,65,75,26,88,90,93,23,85,56,14,70,31,20,Female,56,9706,Yes
Lindi,Walklott,7126.00,7226.00,779,4260.00,96,Yes,Yes,5174.00,663.00,2152.00,40,24,45,1,22,56,82,89,84,80,35,76,69,41,28,Female,2,22034,No
Maddie,Olyunin,7260.00,9748.00,165,6992.00,88,No,Yes,3165.00,7184.00,9059.00,81,82,17,79,92,14,48,27,8,68,93,29,10,65,50,Female,27,89097,Yes
Gianni,Sutherington,4686.00,2179.00,488,7977.00,54,No,No,2293.00,1430.00,9187.00,15,92,70,72,3,47,99,26,45,53,47,30,83,93,93,Male,5,78155,No
Haily,Dungey,2953.00,9295.00,883,7491.00,33,Yes,No,3362.00,9087.00,7983.00,16,27,92,4,80,44,14,68,20,31,48,39,9,95,95,Male,13,46384,No
Raffaello,Wastie,8335.00,6568.00,258,7955.00,13,No,No,116.00,5738.00,5553.00,13,100,16,50,91,27,52,73,24,78,10,56,92,9,28,Female,66,58862,No
Rutter,Krollmann,2584.00,7569.00,388,541.00,61,Yes,Yes,2809.00,6365.00,4687.00,75,25,45,4,26,25,2,19,16,12,13,65,51,27,14,Female,51,49137,Yes
Dore,Lorentz,7454.00,3663.00,802,9442.00,94,No,Yes,5622.00,5152.00,2497.00,17,23,55,55,84,78,19,98,45,36,45,13,50,11,13,Female,70,64219,No
Jeanelle,Anster,8165.00,4648.00,254,740.00,43,Yes,Yes,7713.00,1307.00,161.00,45,89,81,56,79,51,88,47,67,84,3,24,27,47,89,Male,59,11934,Yes
Candra,Hebblethwaite,7040.00,3025.00,128,3162.00,56,Yes,Yes,7673.00,1592.00,8398.00,26,14,34,2,26,33,94,35,17,3,74,52,78,95,97,Male,49,55122,Yes
Kerstin,Galbraeth,8795.00,1486.00,973,7594.00,64,No,Yes,1850.00,2829.00,9453.00,37,44,2,72,62,90,14,65,46,70,76,32,54,58,1,Male,50,76946,No
Henriette,O'Caherny,7319.00,5381.00,472,7098.00,27,Yes,No,2645.00,4734.00,9969.00,32,33,2,19,89,2,11,36,49,98,8,71,58,70,1,Female,14,62334,No
Dominique,Jickles,3772.00,2950.00,637,8984.00,37,Yes,Yes,9167.00,1183.00,9659.00,98,29,93,60,70,81,16,83,38,44,19,58,23,8,90,Female,10,70725,No
Diahann,Siseland,5861.00,2220.00,930,4194.00,67,No,No,4475.00,1165.00,6835.00,48,52,1,25,50,1,38,73,83,37,17,16,68,97,21,Male,50,83930,No
Redford,Blacklock,2872.00,6114.00,964,8281.00,84,Yes,No,7290.00,1482.00,3530.00,21,48,77,12,37,73,73,6,14,23,98,46,66,55,39,Male,64,13426,Yes
Horton,Wolfendale,1675.00,3818.00,42,3696.00,3,Yes,Yes,5380.00,1947.00,1606.00,27,7,5,83,31,16,47,74,7,14,6,41,72,99,15,Female,50,64145,No
Min,Strickett,205.00,5759.00,821,1011.00,52,No,No,1398.00,6386.00,1643.00,91,6,27,12,11,34,56,59,67,2,51,1,76,45,52,Male,79,85891,No
Genvieve,Westwood,5349.00,6662.00,659,7002.00,58,Yes,No,4131.00,4288.00,2313.00,88,2,81,86,93,60,45,95,79,27,51,38,50,45,64,Male,35,22021,Yes
Shawna,Siddens,8693.00,9455.00,215,292.00,67,No,No,6802.00,5571.00,5912.00,40,13,4,93,57,96,31,17,68,99,91,79,19,65,71,Female,41,66507,Yes
Shirl,Sentance,1047.00,9326.00,987,3353.00,77,Yes,No,3875.00,2564.00,8187.00,53,6,58,60,79,11,85,100,50,4,11,78,7,62,73,Male,3,62787,No
Merrick,Gomersal,6861.00,8034.00,839,4368.00,73,No,Yes,3138.00,4337.00,5658.00,60,16,63,58,54,34,65,82,1,37,34,77,69,43,51,Female,66,92529,Yes
Aubert,Richardson,9278.00,2058.00,103,602.00,87,No,Yes,1900.00,7963.00,2406.00,18,5,44,59,96,94,80,5,83,6,44,13,91,20,45,Male,33,70886,No
Berky,Haggerty,478.00,5247.00,345,4925.00,59,No,Yes,7551.00,5452.00,872.00,88,51,98,88,12,93,26,30,36,36,93,64,15,97,26,Female,2,79222,No
Palmer,Leaman,6375.00,3673.00,509,7941.00,21,Yes,Yes,1631.00,720.00,2571.00,62,16,30,63,6,61,15,39,44,84,71,38,90,40,77,Male,17,57440,Yes
Jerrie,Matyas,2762.00,5283.00,141,3995.00,43,No,No,4521.00,677.00,2325.00,7,73,57,28,84,95,27,99,40,69,73,69,73,18,86,Female,2,5590,Yes
Jamal,Gegay,4731.00,8360.00,673,8473.00,61,No,Yes,5174.00,3199.00,2367.00,45,81,7,14,14,41,78,83,10,18,71,20,100,63,22,Male,31,71908,Yes
Carmen,Stoffler,6184.00,9200.00,944,1498.00,52,No,No,8338.00,1559.00,3845.00,35,18,65,5,88,61,53,46,10,4,96,95,20,10,24,Male,30,51940,Yes
Dania,Barnes,6508.00,9697.00,783,3665.00,15,No,No,2982.00,7177.00,2070.00,43,1,50,24,49,73,37,77,58,67,24,89,20,74,12,Male,58,67163,Yes
Lauralee,Spurway,9221.00,7709.00,435,7101.00,1,No,No,9260.00,1342.00,7999.00,28,73,44,44,94,90,90,69,51,52,81,15,19,16,95,Male,51,61109,No
Richmound,Strettle,1575.00,2278.00,728,8274.00,76,Yes,No,3914.00,4797.00,4163.00,59,60,66,2,26,81,49,17,20,10,78,58,68,13,85,Male,9,6592,Yes
Valentino,Mayger,8459.00,1669.00,580,349.00,50,No,No,1942.00,1157.00,7844.00,98,36,63,100,59,70,47,76,81,13,33,39,32,23,85,Female,69,17342,No
Olivia,Brood,9782.00,4964.00,150,9904.00,3,Yes,No,3502.00,2471.00,3107.00,51,79,23,2,3,86,40,10,27,4,44,37,12,92,72,Male,9,95021,Yes
Rey,Rickcord,711.00,5049.00,691,4278.00,24,No,Yes,7197.00,7032.00,7863.00,23,59,74,89,99,13,55,6,100,67,83,66,82,86,16,Male,20,26838,No
Lennard,Romagosa,9852.00,9825.00,521,1028.00,62,Yes,No,6608.00,2549.00,2750.00,51,54,18,10,7,77,55,11,65,19,5,67,7,64,58,Female,4,63545,No
Valentine,Cheltnam,7169.00,7840.00,457,3911.00,52,No,Yes,8424.00,324.00,9685.00,13,95,72,33,65,51,87,64,90,87,71,94,16,17,72,Male,46,47217,No
Winnie,Dandy,9278.00,9428.00,617,8215.00,52,Yes,No,2477.00,130.00,471.00,46,31,13,47,47,26,99,99,12,20,6,20,42,76,94,Male,26,73117,No
Hill,MacGuffog,3954.00,6087.00,903,7059.00,2,Yes,Yes,4997.00,5319.00,8892.00,35,58,55,30,11,47,53,15,80,45,70,21,6,45,77,Female,25,11949,Yes
Lyn,Ruggier,3353.00,8038.00,43,5512.00,45,No,Yes,2151.00,3754.00,2890.00,5,99,10,83,49,79,63,38,83,5,24,37,35,33,72,Female,67,59058,No
Corrie,Hazart,9619.00,3583.00,470,4912.00,32,No,Yes,2204.00,8775.00,338.00,53,45,34,35,97,6,36,71,77,88,96,90,57,17,38,Female,53,97907,No
Corly,Millward,2062.00,6494.00,827,7941.00,20,No,Yes,5664.00,826.00,6494.00,16,25,23,59,92,92,87,92,7,78,21,43,25,3,71,Female,79,52519,No
Hansiain,Baysting,1136.00,5064.00,663,1841.00,28,Yes,No,9075.00,2506.00,2691.00,79,70,48,45,77,93,21,12,55,82,66,45,63,9,32,Male,23,3593,No
Addie,Edowes,3941.00,418.00,284,8852.00,22,Yes,No,2601.00,711.00,5343.00,37,17,60,8,78,27,16,13,25,92,85,24,45,16,2,Male,40,36626,No
Dylan,Bukowski,7041.00,1134.00,728,9352.00,77,No,Yes,8989.00,8594.00,2095.00,53,86,40,3,48,12,97,41,51,45,47,31,30,84,35,Male,36,16759,No
Boycey,Aishford,2797.00,6701.00,363,1680.00,1,No,Yes,7971.00,3628.00,4287.00,16,7,99,30,43,63,72,47,16,47,96,62,83,22,62,Male,75,93351,No
Kayne,Madgwick,5430.00,4635.00,490,2469.00,6,No,Yes,9897.00,2144.00,1273.00,93,4,84,46,36,76,81,79,26,21,67,79,71,94,43,Female,76,34873,No
Weston,Vasilchenko,2125.00,6555.00,370,9910.00,87,No,Yes,7086.00,5403.00,6838.00,56,97,83,18,33,26,76,94,71,75,57,78,8,7,20,Male,37,8676,No
Tedmund,Fritchly,8960.00,1989.00,92,7753.00,20,Yes,Yes,5097.00,8929.00,1558.00,74,61,22,13,98,18,12,83,84,26,21,64,83,25,95,Female,73,92698,Yes
Laurella,Southerton,5094.00,7509.00,871,4192.00,31,No,Yes,1143.00,3216.00,1065.00,93,25,9,26,36,39,40,62,13,30,3,78,27,89,94,Male,31,59948,No
Eldon,Lilion,8529.00,4869.00,203,8564.00,90,No,Yes,9278.00,6322.00,1260.00,84,82,56,94,8,12,77,81,57,32,33,80,44,57,30,Male,11,69878,No
Jameson,Henlon,4696.00,8293.00,990,2361.00,97,No,No,3884.00,1024.00,2253.00,46,95,92,40,32,67,49,55,12,55,98,85,2,64,38,Male,52,87336,No
Cindee,Caren,7307.00,8774.00,491,3319.00,78,No,Yes,4145.00,6826.00,8590.00,64,24,59,26,4,63,71,82,56,74,83,21,35,41,98,Female,30,26685,No
Iggy,Sidworth,1981.00,6665.00,116,8452.00,66,No,No,9926.00,2273.00,6550.00,40,93,11,53,63,47,19,4,76,9,65,61,22,91,49,Male,23,68447,Yes
Ricca,Halcro,9786.00,9666.00,494,6376.00,22,Yes,No,9413.00,9416.00,789.00,90,62,33,5,7,91,12,97,75,38,97,77,65,19,57,Male,46,41598,Yes
Kelbee,Howship,6500.00,3145.00,227,1663.00,25,No,No,7299.00,9096.00,5313.00,21,21,56,90,53,12,70,27,36,31,32,100,80,70,3,Female,29,99289,No
Essy,Peto,9024.00,7215.00,19,1888.00,68,Yes,Yes,4865.00,6985.00,6591.00,4,40,31,40,47,65,5,88,28,50,37,28,13,59,28,Male,33,9129,No
Lou,Tyhurst,3752.00,664.00,675,5170.00,99,Yes,Yes,9735.00,8545.00,5765.00,22,19,42,86,43,99,67,74,33,96,8,2,13,21,98,Female,24,45768,Yes
Merwyn,Da Costa,9462.00,1417.00,594,4083.00,4,Yes,No,5929.00,1340.00,7526.00,87,8,11,8,22,56,95,82,4,7,60,7,93,12,76,Male,76,488,Yes
Nita,Kurtis,6375.00,9806.00,235,5995.00,80,No,No,7858.00,2780.00,8138.00,20,10,83,95,17,79,13,98,80,80,84,13,37,74,46,Male,52,56751,Yes
Wyatan,Emig,5969.00,7359.00,281,8162.00,26,Yes,No,3889.00,5264.00,1410.00,25,73,31,44,90,26,39,25,69,36,23,47,16,5,74,Female,28,55094,No
Emmi,Penzer,3846.00,8346.00,521,5218.00,44,Yes,No,1072.00,6146.00,3449.00,30,61,30,75,19,8,90,34,65,24,72,67,44,36,12,Female,20,61387,No
Yoshi,Parnham,6560.00,282.00,131,3522.00,42,Yes,Yes,8380.00,2840.00,6484.00,30,11,27,28,87,87,62,94,62,41,68,99,94,67,85,Female,16,19868,No
Briny,MacMearty,1849.00,5223.00,127,712.00,78,No,Yes,6840.00,9516.00,4788.00,41,48,85,19,26,32,1,21,54,61,2,71,84,31,60,Male,37,53619,No
Ronnie,Jarrel,2882.00,4904.00,302,7550.00,13,Yes,Yes,210.00,8078.00,1015.00,6,59,7,24,34,13,50,4,36,85,25,46,5,76,22,Male,21,90456,Yes
Allie,Grimsell,4642.00,5996.00,920,1058.00,11,Yes,Yes,160.00,4952.00,7727.00,58,65,18,48,95,58,5,55,52,57,35,1,88,36,87,Female,69,56843,No
Leeland,Brundle,5198.00,2035.00,167,3694.00,38,Yes,No,1074.00,6981.00,8835.00,64,60,77,60,83,24,77,23,67,37,53,4,64,78,78,Male,20,2965,Yes
Arlan,Lardez,4455.00,1431.00,78,6376.00,97,Yes,Yes,709.00,8313.00,4090.00,93,64,61,87,71,62,98,95,36,17,7,43,56,36,16,Female,38,96436,Yes
Krista,Conybear,7494.00,4289.00,730,1995.00,70,Yes,No,2092.00,7609.00,1304.00,97,75,66,66,22,58,55,69,81,20,21,23,16,84,82,Female,36,30525,Yes
Johannah,Signore,6000.00,4475.00,155,3495.00,61,No,Yes,2171.00,2159.00,1180.00,19,89,11,26,26,35,71,15,50,56,63,74,26,69,15,Female,24,74461,Yes
Chaunce,Corro,1898.00,4466.00,107,3758.00,4,No,Yes,8129.00,4287.00,1042.00,46,20,77,71,91,34,84,29,100,27,70,5,16,14,72,Male,60,49075,Yes
Corabella,Kleinsinger,1748.00,6958.00,11,7513.00,56,No,No,5386.00,2089.00,6103.00,99,33,8,29,83,11,60,100,47,38,83,81,82,80,37,Male,8,51491,Yes
Pauletta,Nolan,6584.00,6131.00,599,5235.00,98,No,No,5503.00,7945.00,723.00,25,22,13,57,12,33,42,50,36,44,80,92,11,80,61,Male,43,30808,Yes
Dawn,Spiby,4064.00,9649.00,784,1204.00,5,Yes,No,138.00,1150.00,8664.00,60,59,5,49,58,75,96,74,77,43,77,37,89,76,93,Male,5,48432,Yes
Roby,Kemmish,9219.00,4515.00,561,6052.00,30,No,Yes,1597.00,5642.00,3363.00,76,15,12,21,80,67,4,38,95,30,43,20,41,30,45,Male,15,31567,No
Brock,Kubyszek,5292.00,6094.00,539,8873.00,31,Yes,No,3647.00,1548.00,5122.00,76,87,84,53,33,9,15,62,49,11,58,85,34,32,84,Male,20,5708,Yes
Felike,Gallyhaock,1413.00,6258.00,953,1370.00,1,Yes,Yes,5067.00,4535.00,4812.00,57,30,60,19,24,53,45,29,44,80,66,14,21,92,55,Male,57,25755,No
Nehemiah,Cowans,2394.00,1408.00,445,6064.00,39,Yes,Yes,4220.00,1670.00,6772.00,60,89,44,50,36,51,97,38,7,60,1,61,2,34,18,Female,58,39584,No
Aimil,Oppery,4885.00,2518.00,216,4786.00,45,No,No,6602.00,6710.00,5370.00,86,39,19,72,62,16,62,37,13,53,77,1,98,24,25,Female,27,4717,No
Ogdan,Olligan,7943.00,4260.00,188,420.00,76,Yes,Yes,7903.00,2122.00,1569.00,18,52,25,3,35,70,29,24,18,55,72,94,66,44,49,Female,79,68113,Yes
Willey,O'Kennavain,2806.00,7269.00,370,5975.00,28,No,Yes,1212.00,9610.00,9531.00,22,40,76,52,49,50,67,57,97,97,49,59,42,74,20,Male,11,94930,No
Denny,Siviour,6200.00,5561.00,332,3216.00,2,Yes,No,3436.00,3263.00,7254.00,55,77,11,74,36,93,34,85,87,25,37,57,29,98,7,Female,49,27917,No
Leeland,Katzmann,1526.00,5535.00,408,8253.00,95,No,Yes,5079.00,4535.00,8724.00,1,65,64,40,91,69,26,33,60,84,64,2,99,88,53,Female,60,5894,No
Felice,Dunridge,7163.00,4029.00,943,6331.00,81,No,Yes,3771.00,2784.00,9432.00,7,2,47,1,95,13,1,13,38,70,100,41,53,32,18,Male,24,53828,Yes
Pris,Gowman,3838.00,9914.00,104,3431.00,70,No,Yes,1499.00,2262.00,8050.00,27,98,17,63,72,96,96,36,47,14,68,64,92,70,84,Male,71,94581,No
Alena,Jedras,1585.00,6672.00,164,3416.00,61,Yes,Yes,206.00,5483.00,8442.00,40,1,30,91,44,27,30,52,58,52,38,34,31,32,52,Male,44,15782,No
Arlyne,Venard,1801.00,6174.00,655,5941.00,21,No,No,5290.00,869.00,1797.00,92,53,29,23,51,51,67,43,50,60,93,90,66,40,96,Female,54,66881,No
Son,Simonelli,1941.00,3659.00,600,3552.00,67,No,Yes,9966.00,7459.00,4575.00,8,20,89,35,42,30,79,2,45,37,70,10,85,95,47,Female,16,46170,No
Myles,Schimon,3463.00,5871.00,306,7332.00,94,Yes,Yes,8758.00,7120.00,4326.00,73,46,35,9,16,92,53,30,83,93,6,3,5,50,26,Female,11,21243,No
Rudolph,Renihan,5199.00,154.00,206,5537.00,99,Yes,No,6743.00,4147.00,7783.00,100,52,10,96,67,97,3,10,3,42,54,70,56,65,96,Female,70,39087,Yes
Abba,Cowell,408.00,9302.00,449,854.00,73,No,Yes,8542.00,601.00,9140.00,40,78,76,78,47,94,41,24,99,83,45,22,53,10,78,Male,74,84592,Yes
Fin,Noseworthy,2150.00,9612.00,58,8212.00,89,Yes,No,1130.00,6545.00,4814.00,35,58,29,49,31,99,39,63,10,65,2,11,43,63,13,Male,28,45004,No
Rubia,Burgisi,7207.00,2844.00,105,1013.00,80,Yes,No,1202.00,2908.00,4701.00,73,59,94,62,93,62,36,1,63,6,51,86,34,12,43,Male,10,77534,Yes
Alfredo,St. Ledger,8085.00,8008.00,138,4129.00,37,Yes,Yes,2943.00,1831.00,6149.00,99,59,6,20,38,7,83,99,58,13,92,72,46,87,30,Male,55,13904,No
Gillian,Brien,7123.00,4589.00,706,1412.00,22,Yes,No,7113.00,1540.00,1745.00,78,58,5,21,47,24,53,55,81,64,35,68,23,39,78,Female,65,59316,Yes
Alfons,Capp,505.00,5979.00,463,2546.00,58,Yes,No,7634.00,3714.00,7464.00,52,5,12,29,11,11,7,10,33,49,73,44,2,92,17,Female,36,81428,Yes
Cosmo,Junes,7448.00,8375.00,496,5567.00,23,Yes,Yes,546.00,2538.00,2001.00,86,85,88,72,98,31,73,50,32,18,22,57,92,8,15,Male,67,21788,Yes
Corny,Keyson,4794.00,2517.00,441,9638.00,95,Yes,Yes,918.00,8286.00,8080.00,25,39,40,62,1,81,50,8,20,9,42,73,81,20,54,Female,75,89660,No
Mendel,Shilvock,4769.00,3063.00,936,513.00,88,Yes,Yes,6970.00,896.00,5313.00,98,23,5,93,36,39,12,33,97,19,13,81,99,68,27,Female,19,71062,No
Cobby,Shitliff,5669.00,9697.00,100,9565.00,56,Yes,Yes,3751.00,1686.00,6532.00,78,55,61,44,70,66,82,11,39,36,77,91,12,34,62,Female,14,43733,Yes
Richmond,Gilbride,4520.00,4670.00,267,6443.00,55,Yes,No,863.00,416.00,5459.00,46,1,74,24,50,87,83,2,2,49,85,52,6,7,33,Male,67,66638,No
Betteann,Jantel,206.00,3439.00,258,8779.00,80,Yes,Yes,8228.00,8642.00,2630.00,57,44,16,33,44,93,36,59,91,47,89,87,89,94,78,Male,27,49521,No
Adina,Clementson,2529.00,8903.00,862,3592.00,20,No,Yes,9682.00,2645.00,4525.00,15,34,33,98,43,25,85,75,78,42,100,34,16,37,33,Male,7,91953,No
Hazel,Wiltshier,3596.00,3105.00,230,3016.00,45,No,Yes,6466.00,3334.00,312.00,94,78,14,90,56,69,11,91,63,48,100,80,26,91,36,Male,25,73047,No
Cory,Symson,4779.00,2402.00,870,2729.00,60,No,Yes,227.00,2783.00,8925.00,51,67,45,53,45,49,31,80,50,25,64,34,50,93,22,Female,24,46316,No
Ruy,Shipway,901.00,7954.00,828,2011.00,13,Yes,Yes,6925.00,7655.00,2241.00,92,4,5,60,45,52,99,36,58,45,78,94,75,25,52,Female,6,37434,Yes
Melisande,Ballintyne,1763.00,6366.00,653,9275.00,23,No,Yes,4510.00,2600.00,845.00,9,88,33,31,73,4,8,26,16,11,86,92,75,75,52,Female,20,77231,No
Chrysa,Gillitt,7174.00,4376.00,149,3100.00,95,Yes,No,9046.00,1418.00,6932.00,16,30,61,82,36,6,94,49,43,25,11,79,99,36,66,Female,40,99879,No
Brynn,Jephcote,9204.00,7559.00,521,7880.00,41,No,Yes,8747.00,657.00,9854.00,39,99,67,91,37,76,91,43,56,71,66,27,49,73,18,Female,48,74130,Yes
Lotti,Postle,5358.00,6071.00,912,4981.00,35,No,No,9094.00,3882.00,7068.00,76,12,21,63,100,70,50,56,77,1,50,97,1,30,15,Female,47,88883,No
Peggie,Primett,5425.00,7332.00,743,1921.00,39,No,No,1739.00,8519.00,1619.00,13,92,54,18,65,88,14,75,60,43,80,35,37,51,83,Male,22,20218,Yes
Elaine,Audenis,968.00,4448.00,197,8260.00,23,Yes,Yes,5058.00,2982.00,2728.00,100,39,53,82,81,96,90,52,8,46,5,78,3,8,7,Male,19,85030,Yes
Arin,Pattrick,116.00,9196.00,935,7030.00,92,Yes,No,555.00,2615.00,5365.00,68,4,96,99,2,98,96,39,7,69,84,77,68,76,92,Female,79,75361,Yes
Isa,Eglington,2365.00,1761.00,846,5434.00,10,Yes,No,2032.00,9243.00,2439.00,3,6,18,76,82,27,13,25,71,22,88,37,56,9,86,Male,42,47138,No
Othilia,De'Ath,9083.00,3027.00,23,4970.00,37,Yes,No,5547.00,869.00,7336.00,89,89,63,10,88,81,23,11,66,25,49,75,99,28,41,Male,56,80274,No
Janel,Cudihy,896.00,9779.00,744,8390.00,35,Yes,Yes,9840.00,5612.00,5458.00,69,35,35,14,57,73,84,58,64,70,84,82,65,46,48,Male,64,155,No
Frasquito,Barwack,7169.00,6885.00,806,976.00,81,Yes,Yes,4777.00,9756.00,7562.00,18,44,12,87,2,37,93,20,35,83,67,20,61,38,14,Male,52,29246,Yes
Lynett,Speak,1962.00,8473.00,944,8854.00,90,No,Yes,6007.00,1165.00,2373.00,47,80,92,55,76,63,35,20,88,93,70,53,32,54,34,Male,63,9391,Yes
Burke,Oneal,6042.00,9412.00,883,7427.00,79,No,Yes,4335.00,6414.00,6570.00,91,87,71,47,43,18,39,54,50,63,54,5,97,40,4,Male,5,93443,No
Monah,Crannage,6692.00,5051.00,602,5225.00,32,Yes,Yes,3206.00,7369.00,7696.00,73,69,5,65,26,85,84,85,83,94,21,62,63,49,42,Male,69,40724,Yes
Geri,Baldi,2970.00,8742.00,615,892.00,88,Yes,No,2250.00,195.00,2668.00,26,32,82,17,47,50,78,12,40,17,26,94,49,10,25,Male,27,58056,No
Isidoro,Tiernan,3681.00,6977.00,6,5499.00,87,Yes,Yes,9659.00,2198.00,724.00,22,13,65,39,43,84,34,36,93,18,16,57,20,7,27,Male,60,83551,No
Dwight,Castro,271.00,794.00,895,8948.00,86,No,No,1985.00,4069.00,2300.00,41,87,51,21,81,52,19,17,8,8,28,4,66,68,86,Female,13,64353,Yes
Charmine,Bence,1442.00,7869.00,341,1364.00,86,No,Yes,6154.00,195.00,4263.00,63,32,64,88,82,35,43,93,84,23,3,28,69,59,17,Male,7,95660,No
Modestine,Jovey,1295.00,5806.00,55,3811.00,7,No,No,8142.00,7557.00,5268.00,32,32,30,58,41,18,22,78,26,88,94,100,15,7,93,Male,48,42767,Yes
Margot,Labusch,1146.00,9098.00,947,6827.00,48,No,Yes,8194.00,7795.00,5268.00,40,97,12,27,2,91,44,13,94,34,93,94,75,94,1,Female,1,8605,Yes
Faye,Halliday,8972.00,7321.00,205,9064.00,36,Yes,No,6807.00,1446.00,770.00,76,98,53,93,35,52,45,41,7,40,89,89,14,92,71,Male,42,73677,No
Garvy,Keaveney,6894.00,5780.00,72,3769.00,93,Yes,No,7048.00,1059.00,9828.00,56,99,64,90,79,30,51,18,31,12,15,96,21,72,66,Female,72,38855,Yes
Anabelle,Hubberstey,261.00,2061.00,924,4464.00,39,No,Yes,4009.00,1294.00,3963.00,36,54,5,66,44,24,90,88,13,80,39,35,68,42,78,Female,79,76026,Yes
Kessiah,Roscamp,6332.00,2924.00,289,949.00,95,Yes,Yes,4446.00,4175.00,5903.00,3,18,4,98,34,33,88,77,41,11,55,50,47,48,84,Male,65,62517,No
Bendick,Bolduc,846.00,2551.00,781,2060.00,62,Yes,No,4114.00,1699.00,9640.00,2,33,48,1,54,90,9,6,63,43,90,37,9,76,56,Female,55,92526,Yes
Bryant,Matyushkin,4159.00,4032.00,30,6520.00,35,No,No,5060.00,8898.00,3674.00,49,33,92,1,68,80,12,40,81,66,4,70,45,7,64,Male,23,6632,No
Eleanor,Saxton,4745.00,5600.00,417,4995.00,50,Yes,Yes,2740.00,3062.00,2418.00,12,76,47,41,18,16,70,70,51,19,92,72,82,51,93,Male,31,45151,No
Joey,Possa,1688.00,3523.00,33,6161.00,33,No,Yes,8311.00,9487.00,8804.00,83,96,23,62,69,52,92,36,94,28,6,73,98,85,18,Male,73,69490,No
Juana,Knapper,6706.00,8735.00,172,8254.00,6,Yes,Yes,2525.00,7281.00,5972.00,70,45,96,98,15,63,9,65,40,4,6,28,57,19,89,Male,50,76919,No
